id_transaccion,id_cliente_origen,id_cliente_destino,tipo_transaccion,monto,fecha_hora,etiqueta_lavado
TX-0005298,CLI-00816,SISTEMA,DEPOSITO_EFECTIVO,1120.95,2026-05-13 12:59:22,0
TX-0007465,CLI-01151,SISTEMA,RETIRO_CAJERO,1559.65,2026-05-13 13:03:22,0
TX-0031813,CLI-04889,SISTEMA,SPEI_RECIBIDO,39737.2,2026-05-13 13:03:22,0
TX-0002746,CLI-00416,SISTEMA,RETIRO_CAJERO,268.23,2026-05-13 13:08:22,0
TX-0002284,CLI-00345,SISTEMA,DEPOSITO_EFECTIVO,8004.38,2026-05-13 13:11:22,0
TX-0032375,CLI-04972,SISTEMA,RETIRO_CAJERO,137.98,2026-05-13 13:14:22,0
TX-0013178,CLI-02038,SISTEMA,SPEI_RECIBIDO,4034.52,2026-05-13 13:14:22,0
TX-0026735,CLI-04115,SISTEMA,COMPRA_TARJETA,36479.22,2026-05-13 13:14:22,0
TX-0018901,CLI-02922,SISTEMA,RETIRO_CAJERO,18133.92,2026-05-13 13:16:22,0
TX-0001814,CLI-00271,CLI-04424,SPEI_ENVIADO,1450.86,2026-05-13 13:17:22,0
TX-0022873,CLI-03534,SISTEMA,RETIRO_CAJERO,1242.6,2026-05-13 13:17:22,0
TX-0013241,CLI-02048,SISTEMA,SPEI_RECIBIDO,100.23,2026-05-13 13:17:22,0
TX-0022480,CLI-03474,CLI-03940,SPEI_ENVIADO,607.12,2026-05-13 13:19:22,0
TX-0009988,CLI-01535,SISTEMA,COMPRA_TARJETA,2497.11,2026-05-13 13:21:22,0
TX-0029777,CLI-04586,CLI-02786,SPEI_ENVIADO,243.18,2026-05-13 13:22:22,0
TX-0002606,CLI-00395,CLI-01608,SPEI_ENVIADO,15659.01,2026-05-13 13:22:22,0
TX-0029591,CLI-04556,CLI-01657,SPEI_ENVIADO,52951.82,2026-05-13 13:24:22,0
TX-0004157,CLI-00637,SISTEMA,RETIRO_CAJERO,673.66,2026-05-13 13:24:22,0
TX-0019900,CLI-03085,CLI-00330,SPEI_ENVIADO,162.53,2026-05-13 13:26:22,0
TX-0016005,CLI-02476,SISTEMA,RETIRO_CAJERO,485.72,2026-05-13 13:26:22,0
TX-0004373,CLI-00669,SISTEMA,COMPRA_TARJETA,2143.28,2026-05-13 13:26:22,0
TX-0030649,CLI-04719,SISTEMA,SPEI_RECIBIDO,1869.67,2026-05-13 13:27:22,0
TX-0032308,CLI-04963,SISTEMA,SPEI_RECIBIDO,963.61,2026-05-13 13:28:22,0
TX-0004482,CLI-00685,CLI-04516,SPEI_ENVIADO,5501.25,2026-05-13 13:32:22,0
TX-0010488,CLI-01610,SISTEMA,COMPRA_TARJETA,7020.93,2026-05-13 13:35:22,0
TX-0010901,CLI-01678,SISTEMA,DEPOSITO_EFECTIVO,5558.51,2026-05-13 13:36:22,0
TX-0002090,CLI-00314,SISTEMA,SPEI_RECIBIDO,824.08,2026-05-13 13:38:22,0
TX-0029905,CLI-04607,SISTEMA,DEPOSITO_EFECTIVO,191.48,2026-05-13 13:39:22,0
TX-0003270,CLI-00494,SISTEMA,SPEI_RECIBIDO,276.13,2026-05-13 13:42:22,0
TX-0022475,CLI-03474,CLI-03864,SPEI_ENVIADO,707.53,2026-05-13 13:43:22,0
TX-0018820,CLI-02911,SISTEMA,COMPRA_TARJETA,319.03,2026-05-13 13:45:22,0
TX-0018263,CLI-02827,SISTEMA,SPEI_RECIBIDO,7576.16,2026-05-13 13:47:22,0
TX-0025327,CLI-03908,SISTEMA,COMPRA_TARJETA,1084.95,2026-05-13 13:48:22,0
TX-0008752,CLI-01342,SISTEMA,DEPOSITO_EFECTIVO,7261.87,2026-05-13 13:49:22,0
TX-0032012,CLI-04919,SISTEMA,COMPRA_TARJETA,265.62,2026-05-13 13:49:22,0
TX-0014901,CLI-02313,SISTEMA,DEPOSITO_EFECTIVO,1092.43,2026-05-13 13:49:22,0
TX-0013783,CLI-02137,SISTEMA,SPEI_RECIBIDO,766.16,2026-05-13 13:51:22,0
TX-0030817,CLI-04742,SISTEMA,DEPOSITO_EFECTIVO,4746.85,2026-05-13 13:55:22,0
TX-0029796,CLI-04590,SISTEMA,DEPOSITO_EFECTIVO,17543.53,2026-05-13 14:01:22,0
TX-0003378,CLI-00512,SISTEMA,DEPOSITO_EFECTIVO,1304.84,2026-05-13 14:02:22,0
TX-0017458,CLI-02706,SISTEMA,DEPOSITO_EFECTIVO,5066.7,2026-05-13 14:02:22,0
TX-0024371,CLI-03762,SISTEMA,DEPOSITO_EFECTIVO,2250.91,2026-05-13 14:03:22,0
TX-0009556,CLI-01468,SISTEMA,RETIRO_CAJERO,26392.53,2026-05-13 14:03:22,0
TX-0001122,CLI-00169,CLI-02924,SPEI_ENVIADO,221.23,2026-05-13 14:03:22,0
TX-0009635,CLI-01480,SISTEMA,COMPRA_TARJETA,717.96,2026-05-13 14:04:22,0
TX-0007669,CLI-01179,SISTEMA,DEPOSITO_EFECTIVO,2032.87,2026-05-13 14:07:22,0
TX-0013032,CLI-02016,SISTEMA,SPEI_RECIBIDO,7763.9,2026-05-13 14:09:22,0
TX-0003799,CLI-00576,SISTEMA,COMPRA_TARJETA,17851.63,2026-05-13 14:09:22,0
TX-0011437,CLI-01763,SISTEMA,COMPRA_TARJETA,46797.46,2026-05-13 14:10:22,0
TX-0008733,CLI-01339,SISTEMA,RETIRO_CAJERO,316.39,2026-05-13 14:11:22,0
TX-0021912,CLI-03386,SISTEMA,SPEI_RECIBIDO,24463.37,2026-05-13 14:12:22,0
TX-0015993,CLI-02474,SISTEMA,DEPOSITO_EFECTIVO,2200.34,2026-05-13 14:13:22,0
TX-0029702,CLI-04573,SISTEMA,RETIRO_CAJERO,104.6,2026-05-13 14:13:22,0
TX-0023779,CLI-03675,SISTEMA,COMPRA_TARJETA,4091.47,2026-05-13 14:15:22,0
TX-0031493,CLI-04844,SISTEMA,RETIRO_CAJERO,2390.76,2026-05-13 14:16:22,0
TX-0030328,CLI-04672,SISTEMA,COMPRA_TARJETA,2928.45,2026-05-13 14:16:22,0
TX-0007387,CLI-01141,SISTEMA,DEPOSITO_EFECTIVO,1041.05,2026-05-13 14:17:22,0
TX-0025144,CLI-03880,SISTEMA,RETIRO_CAJERO,132.85,2026-05-13 14:20:22,0
TX-0001873,CLI-00280,CLI-03951,SPEI_ENVIADO,23854.47,2026-05-13 14:20:22,0
TX-0003214,CLI-00487,SISTEMA,DEPOSITO_EFECTIVO,10105.8,2026-05-13 14:20:22,0
TX-0008395,CLI-01291,SISTEMA,RETIRO_CAJERO,1100.21,2026-05-13 14:21:22,0
TX-0017028,CLI-02638,SISTEMA,DEPOSITO_EFECTIVO,12664.38,2026-05-13 14:23:22,0
TX-0011605,CLI-01789,SISTEMA,SPEI_RECIBIDO,37811.14,2026-05-13 14:25:22,0
TX-0030114,CLI-04640,SISTEMA,RETIRO_CAJERO,1277.89,2026-05-13 14:25:22,0
TX-0014796,CLI-02297,SISTEMA,DEPOSITO_EFECTIVO,149.54,2026-05-13 14:27:22,0
TX-0031279,CLI-04811,CLI-00776,SPEI_ENVIADO,624.65,2026-05-13 14:29:22,0
TX-0029885,CLI-04604,SISTEMA,DEPOSITO_EFECTIVO,435.35,2026-05-13 14:29:22,0
TX-0031866,CLI-04897,CLI-02051,SPEI_ENVIADO,4927.21,2026-05-13 14:29:22,0
TX-0003597,CLI-00544,CLI-00307,SPEI_ENVIADO,2218.63,2026-05-13 14:31:22,0
TX-0010176,CLI-01564,SISTEMA,DEPOSITO_EFECTIVO,2097.01,2026-05-13 14:32:22,0
TX-0003512,CLI-00532,SISTEMA,RETIRO_CAJERO,14519.2,2026-05-13 14:33:22,0
TX-0000735,CLI-00114,SISTEMA,SPEI_RECIBIDO,969.34,2026-05-13 14:33:22,0
TX-0000187,CLI-00028,SISTEMA,COMPRA_TARJETA,5805.25,2026-05-13 14:35:22,0
TX-0003099,CLI-00471,SISTEMA,COMPRA_TARJETA,1093.34,2026-05-13 14:37:22,0
TX-0030268,CLI-04663,SISTEMA,SPEI_RECIBIDO,150.11,2026-05-13 14:39:22,0
TX-0017270,CLI-02677,SISTEMA,RETIRO_CAJERO,33437.99,2026-05-13 14:40:22,0
TX-0013493,CLI-02092,SISTEMA,RETIRO_CAJERO,1919.18,2026-05-13 14:50:22,0
TX-0026475,CLI-04076,SISTEMA,RETIRO_CAJERO,1092.04,2026-05-13 14:52:22,0
TX-0024461,CLI-03776,SISTEMA,COMPRA_TARJETA,513.08,2026-05-13 14:54:22,0
TX-0006365,CLI-00982,CLI-00936,SPEI_ENVIADO,545.49,2026-05-13 14:55:22,0
TX-0025734,CLI-03969,SISTEMA,SPEI_RECIBIDO,337.33,2026-05-13 14:55:22,0
TX-0004187,CLI-00642,SISTEMA,DEPOSITO_EFECTIVO,43731.01,2026-05-13 14:55:22,0
TX-0018599,CLI-02876,SISTEMA,RETIRO_CAJERO,4380.8,2026-05-13 14:56:22,0
TX-0003745,CLI-00567,SISTEMA,RETIRO_CAJERO,8866.97,2026-05-13 14:57:22,0
TX-0029482,CLI-04539,SISTEMA,RETIRO_CAJERO,4172.53,2026-05-13 15:01:22,0
TX-0000042,CLI-00007,CLI-00483,SPEI_ENVIADO,305.62,2026-05-13 15:06:22,0
TX-0020071,CLI-03111,SISTEMA,SPEI_RECIBIDO,187.21,2026-05-13 15:11:22,0
TX-0006484,CLI-01000,SISTEMA,SPEI_RECIBIDO,113.39,2026-05-13 15:15:22,0
TX-0008835,CLI-01356,SISTEMA,DEPOSITO_EFECTIVO,6926.55,2026-05-13 15:17:22,0
TX-0014405,CLI-02233,SISTEMA,SPEI_RECIBIDO,1349.81,2026-05-13 15:19:22,0
TX-0009126,CLI-01402,SISTEMA,SPEI_RECIBIDO,7198.72,2026-05-13 15:19:22,0
TX-0029579,CLI-04554,CLI-03413,SPEI_ENVIADO,6046.77,2026-05-13 15:20:22,0
TX-0001301,CLI-00197,CLI-03809,SPEI_ENVIADO,121.05,2026-05-13 15:22:22,0
TX-0027027,CLI-04165,CLI-01740,SPEI_ENVIADO,128.66,2026-05-13 15:23:22,0
TX-0017127,CLI-02654,SISTEMA,DEPOSITO_EFECTIVO,3262.07,2026-05-13 15:24:22,0
TX-0029181,CLI-04493,CLI-02263,SPEI_ENVIADO,577.66,2026-05-13 15:24:22,0
TX-0002082,CLI-00312,SISTEMA,RETIRO_CAJERO,2068.42,2026-05-13 15:25:22,0
TX-0027210,CLI-04195,SISTEMA,COMPRA_TARJETA,1006.89,2026-05-13 15:25:22,0
TX-0026301,CLI-04051,SISTEMA,RETIRO_CAJERO,169.31,2026-05-13 15:25:22,0
TX-0028357,CLI-04363,SISTEMA,COMPRA_TARJETA,474.08,2026-05-13 15:26:22,0
TX-0019565,CLI-03034,CLI-00550,SPEI_ENVIADO,8373.11,2026-05-13 15:27:22,0
TX-0032276,CLI-04958,SISTEMA,SPEI_RECIBIDO,4850.68,2026-05-13 15:29:22,0
TX-0007007,CLI-01080,CLI-02152,SPEI_ENVIADO,1348.38,2026-05-13 15:30:22,0
TX-0017173,CLI-02661,SISTEMA,DEPOSITO_EFECTIVO,4535.66,2026-05-13 15:32:22,0
TX-0010838,CLI-01670,SISTEMA,COMPRA_TARJETA,309.76,2026-05-13 15:33:22,0
TX-0016163,CLI-02502,SISTEMA,COMPRA_TARJETA,491.45,2026-05-13 15:34:22,0
TX-0025127,CLI-03877,SISTEMA,RETIRO_CAJERO,656.16,2026-05-13 15:35:22,0
TX-0022549,CLI-03485,SISTEMA,SPEI_RECIBIDO,3425.63,2026-05-13 15:36:22,0
TX-0017515,CLI-02714,SISTEMA,COMPRA_TARJETA,98.95,2026-05-13 15:36:22,0
TX-0022660,CLI-03502,SISTEMA,COMPRA_TARJETA,727.38,2026-05-13 15:37:22,0
TX-0018763,CLI-02904,SISTEMA,DEPOSITO_EFECTIVO,31656.95,2026-05-13 15:38:22,0
TX-0031733,CLI-04879,SISTEMA,COMPRA_TARJETA,620.37,2026-05-13 15:38:22,0
TX-0004559,CLI-00699,SISTEMA,RETIRO_CAJERO,14027.96,2026-05-13 15:38:22,0
TX-0030716,CLI-04727,SISTEMA,DEPOSITO_EFECTIVO,6581.93,2026-05-13 15:38:22,0
TX-0022134,CLI-03422,CLI-00576,SPEI_ENVIADO,18078.21,2026-05-13 15:40:22,0
TX-0007199,CLI-01112,SISTEMA,DEPOSITO_EFECTIVO,8960.34,2026-05-13 15:42:22,0
TX-0023227,CLI-03589,SISTEMA,DEPOSITO_EFECTIVO,666.32,2026-05-13 15:43:22,0
TX-0006882,CLI-01061,SISTEMA,RETIRO_CAJERO,1576.98,2026-05-13 15:44:22,0
TX-0010609,CLI-01633,CLI-02852,SPEI_ENVIADO,297.14,2026-05-13 15:45:22,0
TX-0012843,CLI-01985,SISTEMA,COMPRA_TARJETA,1482.72,2026-05-13 15:46:22,0
TX-0009761,CLI-01498,SISTEMA,DEPOSITO_EFECTIVO,4448.0,2026-05-13 15:46:22,0
TX-0016968,CLI-02629,SISTEMA,DEPOSITO_EFECTIVO,411.17,2026-05-13 15:49:22,0
TX-0011201,CLI-01725,SISTEMA,COMPRA_TARJETA,3071.26,2026-05-13 15:50:22,0
TX-0021927,CLI-03388,SISTEMA,DEPOSITO_EFECTIVO,10635.26,2026-05-13 15:51:22,0
TX-0014771,CLI-02292,SISTEMA,DEPOSITO_EFECTIVO,166.06,2026-05-13 15:51:22,0
TX-0027292,CLI-04208,SISTEMA,RETIRO_CAJERO,990.22,2026-05-13 15:52:22,0
TX-0012969,CLI-02004,SISTEMA,RETIRO_CAJERO,517.06,2026-05-13 15:54:22,0
TX-0018300,CLI-02831,SISTEMA,COMPRA_TARJETA,3870.64,2026-05-13 15:55:22,0
TX-0001840,CLI-00275,SISTEMA,RETIRO_CAJERO,6073.1,2026-05-13 15:56:22,0
TX-0018758,CLI-02903,CLI-01070,SPEI_ENVIADO,33761.49,2026-05-13 15:58:22,0
TX-0031596,CLI-04861,SISTEMA,SPEI_RECIBIDO,774.27,2026-05-13 15:58:22,0
TX-0011852,CLI-01826,SISTEMA,COMPRA_TARJETA,371.72,2026-05-13 15:59:22,0
TX-0021020,CLI-03252,CLI-01478,SPEI_ENVIADO,455.29,2026-05-13 15:59:22,0
TX-0004842,CLI-00750,SISTEMA,SPEI_RECIBIDO,1576.19,2026-05-13 16:01:22,0
TX-0009847,CLI-01510,SISTEMA,COMPRA_TARJETA,110.14,2026-05-13 16:02:22,0
TX-0013200,CLI-02041,SISTEMA,COMPRA_TARJETA,5184.37,2026-05-13 16:03:22,0
TX-0015169,CLI-02349,SISTEMA,RETIRO_CAJERO,24570.98,2026-05-13 16:03:22,0
TX-0026740,CLI-04117,SISTEMA,COMPRA_TARJETA,2972.58,2026-05-13 16:06:22,0
TX-0024102,CLI-03722,CLI-04320,SPEI_ENVIADO,631.96,2026-05-13 16:06:22,0
TX-0010107,CLI-01552,SISTEMA,SPEI_RECIBIDO,3651.96,2026-05-13 16:07:22,0
TX-0001610,CLI-00244,CLI-00433,SPEI_ENVIADO,5811.18,2026-05-13 16:08:22,0
TX-0001751,CLI-00262,SISTEMA,DEPOSITO_EFECTIVO,179.35,2026-05-13 16:08:22,0
TX-0026395,CLI-04065,CLI-01870,SPEI_ENVIADO,163.44,2026-05-13 16:10:22,0
TX-0010459,CLI-01605,SISTEMA,COMPRA_TARJETA,71.24,2026-05-13 16:12:22,0
TX-0017436,CLI-02703,SISTEMA,RETIRO_CAJERO,149.03,2026-05-13 16:15:22,0
TX-0013656,CLI-02116,SISTEMA,SPEI_RECIBIDO,2803.89,2026-05-13 16:15:22,0
TX-0020747,CLI-03211,SISTEMA,SPEI_RECIBIDO,2631.02,2026-05-13 16:17:22,0
TX-0003711,CLI-00561,SISTEMA,DEPOSITO_EFECTIVO,1173.24,2026-05-13 16:18:22,0
TX-0021239,CLI-03283,SISTEMA,RETIRO_CAJERO,124.98,2026-05-13 16:19:22,0
TX-0000033,CLI-00006,SISTEMA,RETIRO_CAJERO,10166.44,2026-05-13 16:20:22,0
TX-0000660,CLI-00102,SISTEMA,RETIRO_CAJERO,5004.74,2026-05-13 16:20:22,0
TX-0024731,CLI-03816,SISTEMA,RETIRO_CAJERO,12181.5,2026-05-13 16:21:22,0
TX-0003749,CLI-00567,SISTEMA,DEPOSITO_EFECTIVO,5550.55,2026-05-13 16:22:22,0
TX-0013929,CLI-02157,SISTEMA,SPEI_RECIBIDO,435.03,2026-05-13 16:23:22,0
TX-0018009,CLI-02785,CLI-01688,SPEI_ENVIADO,4163.96,2026-05-13 16:24:22,0
TX-0008422,CLI-01294,SISTEMA,RETIRO_CAJERO,55708.83,2026-05-13 16:24:22,0
TX-0032470,CLI-04987,SISTEMA,COMPRA_TARJETA,1221.95,2026-05-13 16:27:22,0
TX-0023454,CLI-03624,SISTEMA,COMPRA_TARJETA,9435.63,2026-05-13 16:31:22,0
TX-0014386,CLI-02230,SISTEMA,DEPOSITO_EFECTIVO,2893.36,2026-05-13 16:31:22,0
TX-0029574,CLI-04553,SISTEMA,RETIRO_CAJERO,670.77,2026-05-13 16:32:22,0
TX-0023323,CLI-03604,SISTEMA,COMPRA_TARJETA,1239.18,2026-05-13 16:33:22,0
TX-0029791,CLI-04589,SISTEMA,RETIRO_CAJERO,3358.45,2026-05-13 16:36:22,0
TX-0021509,CLI-03326,SISTEMA,COMPRA_TARJETA,893.44,2026-05-13 16:37:22,0
TX-0030670,CLI-04721,CLI-01473,SPEI_ENVIADO,1108.55,2026-05-13 16:37:22,0
TX-0021811,CLI-03372,CLI-02200,SPEI_ENVIADO,2919.62,2026-05-13 16:38:22,0
TX-0032451,CLI-04984,CLI-02872,SPEI_ENVIADO,919.38,2026-05-13 16:38:22,0
TX-0020498,CLI-03176,SISTEMA,DEPOSITO_EFECTIVO,263.74,2026-05-13 16:42:22,0
TX-0031280,CLI-04811,SISTEMA,COMPRA_TARJETA,14953.5,2026-05-13 16:43:22,0
TX-0013613,CLI-02111,SISTEMA,COMPRA_TARJETA,3190.07,2026-05-13 16:45:22,0
TX-0015471,CLI-02395,SISTEMA,COMPRA_TARJETA,113.22,2026-05-13 16:46:22,0
TX-0013681,CLI-02120,SISTEMA,COMPRA_TARJETA,13096.02,2026-05-13 16:49:22,0
TX-0020676,CLI-03201,CLI-04283,SPEI_ENVIADO,613.34,2026-05-13 16:49:22,0
TX-0031910,CLI-04902,SISTEMA,COMPRA_TARJETA,4191.21,2026-05-13 16:50:22,0
TX-0004124,CLI-00631,CLI-00441,SPEI_ENVIADO,552.63,2026-05-13 16:51:22,0
TX-0020750,CLI-03211,SISTEMA,COMPRA_TARJETA,2953.49,2026-05-13 16:53:22,0
TX-0024517,CLI-03784,SISTEMA,DEPOSITO_EFECTIVO,4788.55,2026-05-13 16:53:22,0
TX-0031742,CLI-04880,SISTEMA,SPEI_RECIBIDO,18158.06,2026-05-13 16:53:22,0
TX-0001569,CLI-00236,CLI-02306,SPEI_ENVIADO,3854.47,2026-05-13 16:54:22,0
TX-0003054,CLI-00464,SISTEMA,DEPOSITO_EFECTIVO,431.32,2026-05-13 16:54:22,0
TX-0024574,CLI-03793,SISTEMA,COMPRA_TARJETA,5833.63,2026-05-13 16:58:22,0
TX-0029267,CLI-04505,CLI-02275,SPEI_ENVIADO,6981.1,2026-05-13 16:59:22,0
TX-0020536,CLI-03183,SISTEMA,RETIRO_CAJERO,407.09,2026-05-13 16:59:22,0
TX-0002913,CLI-00443,SISTEMA,RETIRO_CAJERO,3239.89,2026-05-13 17:00:22,0
TX-0018454,CLI-02856,SISTEMA,SPEI_RECIBIDO,2299.4,2026-05-13 17:02:22,0
TX-0004095,CLI-00627,SISTEMA,SPEI_RECIBIDO,40651.39,2026-05-13 17:02:22,0
TX-0000889,CLI-00135,SISTEMA,SPEI_RECIBIDO,409.65,2026-05-13 17:03:22,0
TX-0030418,CLI-04684,CLI-03279,SPEI_ENVIADO,226.0,2026-05-13 17:03:22,0
TX-0026724,CLI-04114,SISTEMA,COMPRA_TARJETA,1334.37,2026-05-13 17:06:22,0
TX-0019438,CLI-03012,SISTEMA,RETIRO_CAJERO,707.85,2026-05-13 17:09:22,0
TX-0002213,CLI-00332,SISTEMA,RETIRO_CAJERO,586.13,2026-05-13 17:10:22,0
TX-0006110,CLI-00941,CLI-04223,SPEI_ENVIADO,486.53,2026-05-13 17:11:22,0
TX-0016239,CLI-02513,SISTEMA,DEPOSITO_EFECTIVO,695.2,2026-05-13 17:13:22,0
TX-0010620,CLI-01634,CLI-00029,SPEI_ENVIADO,745.57,2026-05-13 17:17:22,0
TX-0005693,CLI-00874,SISTEMA,DEPOSITO_EFECTIVO,8644.23,2026-05-13 17:17:22,0
TX-0002381,CLI-00361,SISTEMA,COMPRA_TARJETA,55738.28,2026-05-13 17:18:22,0
TX-0005422,CLI-00833,SISTEMA,RETIRO_CAJERO,7247.41,2026-05-13 17:19:22,0
TX-0011106,CLI-01712,SISTEMA,SPEI_RECIBIDO,6517.48,2026-05-13 17:19:22,0
TX-0006308,CLI-00972,SISTEMA,SPEI_RECIBIDO,8213.25,2026-05-13 17:21:22,0
TX-0001141,CLI-00171,SISTEMA,DEPOSITO_EFECTIVO,201.35,2026-05-13 17:27:22,0
TX-0010113,CLI-01553,CLI-03648,SPEI_ENVIADO,28945.7,2026-05-13 17:27:22,0
TX-0024370,CLI-03762,SISTEMA,SPEI_RECIBIDO,660.71,2026-05-13 17:29:22,0
TX-0018158,CLI-02809,SISTEMA,RETIRO_CAJERO,3822.78,2026-05-13 17:29:22,0
TX-0028698,CLI-04418,SISTEMA,RETIRO_CAJERO,2068.09,2026-05-13 17:31:22,0
TX-0028188,CLI-04339,SISTEMA,DEPOSITO_EFECTIVO,2119.4,2026-05-13 17:33:22,0
TX-0029921,CLI-04609,CLI-01866,SPEI_ENVIADO,1791.96,2026-05-13 17:34:22,0
TX-0032541,CLI-04997,SISTEMA,DEPOSITO_EFECTIVO,15924.18,2026-05-13 17:36:22,0
TX-0030141,CLI-04643,SISTEMA,SPEI_RECIBIDO,153.95,2026-05-13 17:36:22,0
TX-0011059,CLI-01704,SISTEMA,DEPOSITO_EFECTIVO,4361.39,2026-05-13 17:36:22,0
TX-0020769,CLI-03213,SISTEMA,DEPOSITO_EFECTIVO,2418.12,2026-05-13 17:37:22,0
TX-0022776,CLI-03520,SISTEMA,DEPOSITO_EFECTIVO,46.92,2026-05-13 17:38:22,0
TX-0000291,CLI-00043,SISTEMA,COMPRA_TARJETA,18957.2,2026-05-13 17:38:22,0
TX-0005982,CLI-00920,SISTEMA,RETIRO_CAJERO,6970.43,2026-05-13 17:38:22,0
TX-0013738,CLI-02129,CLI-04716,SPEI_ENVIADO,412.53,2026-05-13 17:39:22,0
TX-0013544,CLI-02100,SISTEMA,DEPOSITO_EFECTIVO,224.95,2026-05-13 17:42:22,0
TX-0025166,CLI-03884,SISTEMA,SPEI_RECIBIDO,4850.17,2026-05-13 17:44:22,0
TX-0010336,CLI-01586,SISTEMA,RETIRO_CAJERO,161.69,2026-05-13 17:53:22,0
TX-0012931,CLI-02000,SISTEMA,DEPOSITO_EFECTIVO,17766.87,2026-05-13 17:54:22,0
TX-0004969,CLI-00769,SISTEMA,RETIRO_CAJERO,331.76,2026-05-13 17:55:22,0
TX-0029851,CLI-04599,SISTEMA,DEPOSITO_EFECTIVO,30222.93,2026-05-13 17:56:22,0
